Año;Codigo Provincia;Codigo Municipio;Municipio;Codigo Comarca;Comarca;codigo producto;grupo de cultivo;cultivo;Superficie Secano que no produce;Superficie Secano en producción;Superficie Regadío que no produce;Superficie Regadío en producción
2010;5;2;ADRADA (LA);6;VALLE DEL TIETAR;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;52;;
2010;5;2;ADRADA (LA);6;VALLE DEL TIETAR;0014/02;OLIVAR Y OTROS C.I.;OLI ACEITUNA ACEITE;;40;;
2010;5;5;ALBORNOS;1;AREVALO-MADRIGAL;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;1;;
2010;5;8;ALDEASECA;1;AREVALO-MADRIGAL;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;2;;
2010;5;13;ARENAL (EL);6;VALLE DEL TIETAR;0012/07;FRUTALES;CEREZO Y GUINDO;;42;;68
2010;5;13;ARENAL (EL);6;VALLE DEL TIETAR;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;11;;
2010;5;13;ARENAL (EL);6;VALLE DEL TIETAR;0014/02;OLIVAR Y OTROS C.I.;OLI ACEITUNA ACEITE;;12;;
2010;5;14;ARENAS DE SAN PEDRO;6;VALLE DEL TIETAR;0012/01;FRUTALES;MANZANO;;;;3
2010;5;14;ARENAS DE SAN PEDRO;6;VALLE DEL TIETAR;0012/02;FRUTALES;PERAL;;;;2
2010;5;14;ARENAS DE SAN PEDRO;6;VALLE DEL TIETAR;0012/07;FRUTALES;CEREZO Y GUINDO;;10;;8
2010;5;14;ARENAS DE SAN PEDRO;6;VALLE DEL TIETAR;0012/08;FRUTALES;MELOCOTONERO;;;;6
2010;5;14;ARENAS DE SAN PEDRO;6;VALLE DEL TIETAR;0012/09;FRUTALES;CIRUELO;;;;11
2010;5;14;ARENAS DE SAN PEDRO;6;VALLE DEL TIETAR;0012/10;FRUTALES;HIGUERA;;12;;6
2010;5;14;ARENAS DE SAN PEDRO;6;VALLE DEL TIETAR;0014/02;OLIVAR Y OTROS C.I.;OLI ACEITUNA ACEITE;;670;;
2010;5;16;AREVALO;1;AREVALO-MADRIGAL;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;5;;
2010;5;16;AREVALO;1;AREVALO-MADRIGAL;0014/10;OLIVAR Y OTROS C.I.;MORERA Y OTROS;;11;;
2010;5;17;AVEINTE;1;AREVALO-MADRIGAL;0012/17;FRUTALES;AZUFUAIFO Y OTROS;8;;;
2010;5;21;BARCO DE AVILA (EL);3;BARCO AVILA-PIEDRAHITA;0012/01;FRUTALES;MANZANO;;;;4
2010;5;22;BARRACO (EL);5;VALLE BAJO ALBERCHE;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;355;;
2010;5;22;BARRACO (EL);5;VALLE BAJO ALBERCHE;0014/02;OLIVAR Y OTROS C.I.;OLI ACEITUNA ACEITE;;3;;
2010;5;24;BECEDAS;3;BARCO AVILA-PIEDRAHITA;0012/01;FRUTALES;MANZANO;;;;2
2010;5;34;BLASCONUÑO DE MATACABRAS;1;AREVALO-MADRIGAL;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;7;;
2010;5;36;BOHODON (EL);1;AREVALO-MADRIGAL;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;20;;
2010;5;37;BOHOYO;3;BARCO AVILA-PIEDRAHITA;0012/01;FRUTALES;MANZANO;;;;12
2010;5;41;BURGOHONDO;5;VALLE BAJO ALBERCHE;0012/08;FRUTALES;MELOCOTONERO;;;;8
2010;5;41;BURGOHONDO;5;VALLE BAJO ALBERCHE;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;258;;
2010;5;47;CANDELEDA;6;VALLE DEL TIETAR;0012/01;FRUTALES;MANZANO;;;;1
2010;5;47;CANDELEDA;6;VALLE DEL TIETAR;0012/02;FRUTALES;PERAL;;;;3
2010;5;47;CANDELEDA;6;VALLE DEL TIETAR;0012/07;FRUTALES;CEREZO Y GUINDO;;16;;21
2010;5;47;CANDELEDA;6;VALLE DEL TIETAR;0012/08;FRUTALES;MELOCOTONERO;;;;1
2010;5;47;CANDELEDA;6;VALLE DEL TIETAR;0012/09;FRUTALES;CIRUELO;;;;1
2010;5;47;CANDELEDA;6;VALLE DEL TIETAR;0012/10;FRUTALES;HIGUERA;;40;;39
2010;5;47;CANDELEDA;6;VALLE DEL TIETAR;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;3;;
2010;5;47;CANDELEDA;6;VALLE DEL TIETAR;0014/02;OLIVAR Y OTROS C.I.;OLI ACEITUNA ACEITE;;544;;2
2010;5;49;CARDEÑOSA;2;AVILA;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;10;;
2010;5;51;CARRERA (LA);3;BARCO AVILA-PIEDRAHITA;0012/01;FRUTALES;MANZANO;;;;25
2010;5;54;CASAVIEJA;6;VALLE DEL TIETAR;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;45;;
2010;5;54;CASAVIEJA;6;VALLE DEL TIETAR;0014/02;OLIVAR Y OTROS C.I.;OLI ACEITUNA ACEITE;;170;;
2010;5;55;CASILLAS;6;VALLE DEL TIETAR;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;1;;;
2010;5;56;CASTELLANOS DE ZAPARDIEL;1;AREVALO-MADRIGAL;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;1;;
2010;5;57;CEBREROS;5;VALLE BAJO ALBERCHE;0012/18;FRUTALES;ALMENDRO;;2;;
2010;5;57;CEBREROS;5;VALLE BAJO ALBERCHE;0013/01;VIÑEDO;VIÑEDO DE UVA MESA;;73;;
2010;5;57;CEBREROS;5;VALLE BAJO ALBERCHE;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;1607;;
2010;5;57;CEBREROS;5;VALLE BAJO ALBERCHE;0014/02;OLIVAR Y OTROS C.I.;OLI ACEITUNA ACEITE;;200;;
2010;5;62;COLLADO DE CONTRERAS;1;AREVALO-MADRIGAL;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;1;;
2010;5;64;CONSTANZANA;1;AREVALO-MADRIGAL;0013/01;VIÑEDO;VIÑEDO DE UVA MESA;1;;;
2010;5;66;CUEVAS DEL VALLE;6;VALLE DEL TIETAR;0012/10;FRUTALES;HIGUERA;;1;;
2010;5;66;CUEVAS DEL VALLE;6;VALLE DEL TIETAR;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;44;;
2010;5;66;CUEVAS DEL VALLE;6;VALLE DEL TIETAR;0014/02;OLIVAR Y OTROS C.I.;OLI ACEITUNA ACEITE;;98;;
2010;5;66;CUEVAS DEL VALLE;6;VALLE DEL TIETAR;0014/10;OLIVAR Y OTROS C.I.;MORERA Y OTROS;;5;;
2010;5;69;DONJIMENO;1;AREVALO-MADRIGAL;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;1;;
2010;5;70;DONVIDAS;1;AREVALO-MADRIGAL;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;1;;
2010;5;72;ESPINOSA DE LOS CABALLEROS;1;AREVALO-MADRIGAL;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;5;;
2010;5;75;FRESNEDILLA;6;VALLE DEL TIETAR;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;9;;
2010;5;75;FRESNEDILLA;6;VALLE DEL TIETAR;0014/02;OLIVAR Y OTROS C.I.;OLI ACEITUNA ACEITE;;4;;
2010;5;78;FUENTES DE AÑO;1;AREVALO-MADRIGAL;0014/10;OLIVAR Y OTROS C.I.;MORERA Y OTROS;1;;;
2010;5;82;GAVILANES;6;VALLE DEL TIETAR;0012/01;FRUTALES;MANZANO;;;;2
2010;5;82;GAVILANES;6;VALLE DEL TIETAR;0012/08;FRUTALES;MELOCOTONERO;;;;1
2010;5;82;GAVILANES;6;VALLE DEL TIETAR;0012/10;FRUTALES;HIGUERA;;;;2
2010;5;82;GAVILANES;6;VALLE DEL TIETAR;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;9;;
2010;5;82;GAVILANES;6;VALLE DEL TIETAR;0014/02;OLIVAR Y OTROS C.I.;OLI ACEITUNA ACEITE;;42;;
2010;5;82;GAVILANES;6;VALLE DEL TIETAR;0015/00;VIVEROS;VIVEROS;;;;3
2010;5;89;GUISANDO;6;VALLE DEL TIETAR;0012/07;FRUTALES;CEREZO Y GUINDO;;1;;6
2010;5;89;GUISANDO;6;VALLE DEL TIETAR;0012/10;FRUTALES;HIGUERA;;13;;
2010;5;89;GUISANDO;6;VALLE DEL TIETAR;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;1;;
2010;5;89;GUISANDO;6;VALLE DEL TIETAR;0014/02;OLIVAR Y OTROS C.I.;OLI ACEITUNA ACEITE;;58;;
2010;5;90;GUTIERRE MUÑOZ;1;AREVALO-MADRIGAL;0012/01;FRUTALES;MANZANO;2;;;
2010;5;90;GUTIERRE MUÑOZ;1;AREVALO-MADRIGAL;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;5;;
2010;5;92;HERNANSANCHO;1;AREVALO-MADRIGAL;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;3;;
2010;5;93;HERRADON (EL);5;VALLE BAJO ALBERCHE;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;5;;
2010;5;95;HIGUERA DE LAS DUEÑAS;6;VALLE DEL TIETAR;0012/18;FRUTALES;ALMENDRO;;7;;
2010;5;95;HIGUERA DE LAS DUEÑAS;6;VALLE DEL TIETAR;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;18;;
2010;5;95;HIGUERA DE LAS DUEÑAS;6;VALLE DEL TIETAR;0014/02;OLIVAR Y OTROS C.I.;OLI ACEITUNA ACEITE;;10;;
2010;5;100;HORNILLO (EL);6;VALLE DEL TIETAR;0012/07;FRUTALES;CEREZO Y GUINDO;;49;;5
2010;5;100;HORNILLO (EL);6;VALLE DEL TIETAR;0012/10;FRUTALES;HIGUERA;;5;;
2010;5;100;HORNILLO (EL);6;VALLE DEL TIETAR;0014/02;OLIVAR Y OTROS C.I.;OLI ACEITUNA ACEITE;;25;;
2010;5;102;HOYO DE PINARES (EL);5;VALLE BAJO ALBERCHE;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;272;;
2010;5;102;HOYO DE PINARES (EL);5;VALLE BAJO ALBERCHE;0014/02;OLIVAR Y OTROS C.I.;OLI ACEITUNA ACEITE;;20;;
2010;5;109;LANGA;1;AREVALO-MADRIGAL;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;6;;;
2010;5;110;LANZAHITA;6;VALLE DEL TIETAR;0012/01;FRUTALES;MANZANO;;;;4
2010;5;110;LANZAHITA;6;VALLE DEL TIETAR;0012/07;FRUTALES;CEREZO Y GUINDO;;;;1
2010;5;110;LANZAHITA;6;VALLE DEL TIETAR;0012/08;FRUTALES;MELOCOTONERO;;;;30
2010;5;110;LANZAHITA;6;VALLE DEL TIETAR;0012/10;FRUTALES;HIGUERA;;;;4
2010;5;110;LANZAHITA;6;VALLE DEL TIETAR;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;8;;
2010;5;110;LANZAHITA;6;VALLE DEL TIETAR;0014/02;OLIVAR Y OTROS C.I.;OLI ACEITUNA ACEITE;;62;;
2010;5;113;LLANOS DE TORMES (LOS);3;BARCO AVILA-PIEDRAHITA;0012/01;FRUTALES;MANZANO;;;;12
2010;5;114;MADRIGAL DE LAS ALTAS TORRES;1;AREVALO-MADRIGAL;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;32;;
2010;5;127;MIJARES;6;VALLE DEL TIETAR;0012/01;FRUTALES;MANZANO;;;;2
2010;5;127;MIJARES;6;VALLE DEL TIETAR;0012/08;FRUTALES;MELOCOTONERO;;;;1
2010;5;127;MIJARES;6;VALLE DEL TIETAR;0012/10;FRUTALES;HIGUERA;;4;;7
2010;5;127;MIJARES;6;VALLE DEL TIETAR;0012/18;FRUTALES;ALMENDRO;;;;1
2010;5;127;MIJARES;6;VALLE DEL TIETAR;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;20;;
2010;5;127;MIJARES;6;VALLE DEL TIETAR;0014/02;OLIVAR Y OTROS C.I.;OLI ACEITUNA ACEITE;;88;;
2010;5;132;MOMBELTRAN;6;VALLE DEL TIETAR;0012/07;FRUTALES;CEREZO Y GUINDO;;7;;2
2010;5;132;MOMBELTRAN;6;VALLE DEL TIETAR;0012/10;FRUTALES;HIGUERA;;8;;7
2010;5;132;MOMBELTRAN;6;VALLE DEL TIETAR;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;50;;
2010;5;132;MOMBELTRAN;6;VALLE DEL TIETAR;0014/02;OLIVAR Y OTROS C.I.;OLI ACEITUNA ACEITE;;273;;
2010;5;134;MORALEJA DE MATACABRAS;1;AREVALO-MADRIGAL;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;8;;
2010;5;136;MUÑICO;2;AVILA;0012/01;FRUTALES;MANZANO;;;;1
2010;5;149;NARROS DE SALDUEÑA;1;AREVALO-MADRIGAL;0013/01;VIÑEDO;VIÑEDO DE UVA MESA;;1;;
2010;5;152;NAVA DE AREVALO;1;AREVALO-MADRIGAL;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;3;;
2010;5;153;NAVA DEL BARCO;3;BARCO AVILA-PIEDRAHITA;0012/01;FRUTALES;MANZANO;;;;38
2010;5;156;NAVAHONDILLA;6;VALLE DEL TIETAR;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;25;;
2010;5;156;NAVAHONDILLA;6;VALLE DEL TIETAR;0014/02;OLIVAR Y OTROS C.I.;OLI ACEITUNA ACEITE;;1;;
2010;5;158;NAVALMORAL;5;VALLE BAJO ALBERCHE;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;83;;
2010;5;163;NAVALUENGA;5;VALLE BAJO ALBERCHE;0012/01;FRUTALES;MANZANO;;;;3
2010;5;163;NAVALUENGA;5;VALLE BAJO ALBERCHE;0012/08;FRUTALES;MELOCOTONERO;;;;4
2010;5;163;NAVALUENGA;5;VALLE BAJO ALBERCHE;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;82;;
2010;5;166;NAVARREDONDILLA;4;GREDOS;0012/01;FRUTALES;MANZANO;;;;2
2010;5;166;NAVARREDONDILLA;4;GREDOS;0012/08;FRUTALES;MELOCOTONERO;;;;2
2010;5;166;NAVARREDONDILLA;4;GREDOS;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;23;;
2010;5;167;NAVARREVISCA;4;GREDOS;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;2;;
2010;5;169;NAVATALGORDO;4;GREDOS;0012/08;FRUTALES;MELOCOTONERO;;;;2
2010;5;169;NAVATALGORDO;4;GREDOS;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;44;;
2010;5;170;NAVATEJARES;3;BARCO AVILA-PIEDRAHITA;0012/01;FRUTALES;MANZANO;;;;4
2010;5;174;ORBITA;1;AREVALO-MADRIGAL;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;12;;
2010;5;175;OSO (EL);1;AREVALO-MADRIGAL;0013/01;VIÑEDO;VIÑEDO DE UVA MESA;;1;;
2010;5;178;PALACIOS DE GODA;1;AREVALO-MADRIGAL;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;33;;
2010;5;179;PAPATRIGO;1;AREVALO-MADRIGAL;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;2;;
2010;5;182;PEDRO BERNARDO;6;VALLE DEL TIETAR;0012/01;FRUTALES;MANZANO;;;;4
2010;5;182;PEDRO BERNARDO;6;VALLE DEL TIETAR;0012/08;FRUTALES;MELOCOTONERO;;;;9
2010;5;182;PEDRO BERNARDO;6;VALLE DEL TIETAR;0012/09;FRUTALES;CIRUELO;;;;7
2010;5;182;PEDRO BERNARDO;6;VALLE DEL TIETAR;0012/10;FRUTALES;HIGUERA;;;;1
2010;5;182;PEDRO BERNARDO;6;VALLE DEL TIETAR;0012/11;FRUTALES;CHIRIMOYO;;;;20
2010;5;182;PEDRO BERNARDO;6;VALLE DEL TIETAR;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;23;;
2010;5;182;PEDRO BERNARDO;6;VALLE DEL TIETAR;0014/02;OLIVAR Y OTROS C.I.;OLI ACEITUNA ACEITE;13;288;;
2010;5;183;PEDRO RODRIGUEZ;1;AREVALO-MADRIGAL;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;2;;
2010;5;185;PEÑALBA DE AVILA;1;AREVALO-MADRIGAL;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;4;;
2010;5;187;PIEDRALAVES;6;VALLE DEL TIETAR;0012/01;FRUTALES;MANZANO;;;;1
2010;5;187;PIEDRALAVES;6;VALLE DEL TIETAR;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;28;;
2010;5;187;PIEDRALAVES;6;VALLE DEL TIETAR;0014/02;OLIVAR Y OTROS C.I.;OLI ACEITUNA ACEITE;;186;;
2010;5;189;POYALES DEL HOYO;6;VALLE DEL TIETAR;0012/02;FRUTALES;PERAL;;;;2
2010;5;189;POYALES DEL HOYO;6;VALLE DEL TIETAR;0012/06;FRUTALES;ALBARICOQUERO;;;;1
2010;5;189;POYALES DEL HOYO;6;VALLE DEL TIETAR;0012/10;FRUTALES;HIGUERA;;25;;29
2010;5;189;POYALES DEL HOYO;6;VALLE DEL TIETAR;0012/18;FRUTALES;ALMENDRO;;;;1
2010;5;189;POYALES DEL HOYO;6;VALLE DEL TIETAR;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;2;;
2010;5;189;POYALES DEL HOYO;6;VALLE DEL TIETAR;0014/02;OLIVAR Y OTROS C.I.;OLI ACEITUNA ACEITE;;106;;10
2010;5;190;POZANCO;1;AREVALO-MADRIGAL;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;1;;
2010;5;192;PUERTO CASTILLA;3;BARCO AVILA-PIEDRAHITA;0012/17;FRUTALES;AZUFUAIFO Y OTROS;;;;12
2010;5;193;RASUEROS;1;AREVALO-MADRIGAL;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;5;;
2010;5;201;SAN BARTOLOME DE PINARES;5;VALLE BAJO ALBERCHE;0012/08;FRUTALES;MELOCOTONERO;;;;1
2010;5;201;SAN BARTOLOME DE PINARES;5;VALLE BAJO ALBERCHE;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;102;;
2010;5;204;SANCHIDRIAN;1;AREVALO-MADRIGAL;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;5;;
2010;5;207;SAN ESTEBAN DEL VALLE;6;VALLE DEL TIETAR;0012/07;FRUTALES;CEREZO Y GUINDO;;3;;
2010;5;207;SAN ESTEBAN DEL VALLE;6;VALLE DEL TIETAR;0012/10;FRUTALES;HIGUERA;;2;;6
2010;5;207;SAN ESTEBAN DEL VALLE;6;VALLE DEL TIETAR;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;150;;
2010;5;207;SAN ESTEBAN DEL VALLE;6;VALLE DEL TIETAR;0014/02;OLIVAR Y OTROS C.I.;OLI ACEITUNA ACEITE;2;205;;
2010;5;208;SAN ESTEBAN DE ZAPARDIEL;1;AREVALO-MADRIGAL;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;3;;
2010;5;211;SAN JUAN DE LA NAVA;5;VALLE BAJO ALBERCHE;0012/01;FRUTALES;MANZANO;;;;1
2010;5;211;SAN JUAN DE LA NAVA;5;VALLE BAJO ALBERCHE;0012/02;FRUTALES;PERAL;;;;1
2010;5;211;SAN JUAN DE LA NAVA;5;VALLE BAJO ALBERCHE;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;95;;
2010;5;212;SAN JUAN DEL MOLINILLO;4;GREDOS;0012/01;FRUTALES;MANZANO;;;;1
2010;5;212;SAN JUAN DEL MOLINILLO;4;GREDOS;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;8;;
2010;5;221;SANTA CRUZ DEL VALLE;6;VALLE DEL TIETAR;0012/01;FRUTALES;MANZANO;;;;1
2010;5;221;SANTA CRUZ DEL VALLE;6;VALLE DEL TIETAR;0012/06;FRUTALES;ALBARICOQUERO;;2;;
2010;5;221;SANTA CRUZ DEL VALLE;6;VALLE DEL TIETAR;0012/10;FRUTALES;HIGUERA;;4;;3
2010;5;221;SANTA CRUZ DEL VALLE;6;VALLE DEL TIETAR;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;15;;
2010;5;221;SANTA CRUZ DEL VALLE;6;VALLE DEL TIETAR;0014/02;OLIVAR Y OTROS C.I.;OLI ACEITUNA ACEITE;;79;;
2010;5;222;SANTA CRUZ DE PINARES;5;VALLE BAJO ALBERCHE;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;11;;
2010;5;227;SANTA MARIA DEL TIETAR;6;VALLE DEL TIETAR;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;48;;
2010;5;227;SANTA MARIA DEL TIETAR;6;VALLE DEL TIETAR;0014/02;OLIVAR Y OTROS C.I.;OLI ACEITUNA ACEITE;;8;;
2010;5;229;SANTO DOMINGO DE LAS POSADAS;1;AREVALO-MADRIGAL;0013/01;VIÑEDO;VIÑEDO DE UVA MESA;;1;;
2010;5;231;SAN VICENTE DE AREVALO;1;AREVALO-MADRIGAL;0012/18;FRUTALES;ALMENDRO;;2;;
2010;5;235;SINLABAJOS;1;AREVALO-MADRIGAL;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;6;;
2010;5;238;SOLOSANCHO;2;AVILA;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;8;;
2010;5;240;SOTILLO DE LA ADRADA;6;VALLE DEL TIETAR;0012/01;FRUTALES;MANZANO;;;;2
2010;5;240;SOTILLO DE LA ADRADA;6;VALLE DEL TIETAR;0012/10;FRUTALES;HIGUERA;;;3;
2010;5;240;SOTILLO DE LA ADRADA;6;VALLE DEL TIETAR;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;267;;
2010;5;240;SOTILLO DE LA ADRADA;6;VALLE DEL TIETAR;0014/02;OLIVAR Y OTROS C.I.;OLI ACEITUNA ACEITE;;141;;
2010;5;241;TIEMBLO (EL);5;VALLE BAJO ALBERCHE;0012/02;FRUTALES;PERAL;;;;1
2010;5;241;TIEMBLO (EL);5;VALLE BAJO ALBERCHE;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;197;;
2010;5;241;TIEMBLO (EL);5;VALLE BAJO ALBERCHE;0014/02;OLIVAR Y OTROS C.I.;OLI ACEITUNA ACEITE;;6;;
2010;5;242;TIÑOSILLOS;1;AREVALO-MADRIGAL;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;20;;
2010;5;244;TORMELLAS;3;BARCO AVILA-PIEDRAHITA;0012/01;FRUTALES;MANZANO;;;;15
2010;5;249;UMBRIAS;3;BARCO AVILA-PIEDRAHITA;0012/01;FRUTALES;MANZANO;;;;1
2010;5;253;VEGA DE SANTA MARIA;1;AREVALO-MADRIGAL;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;3;;
2010;5;258;VILLANUEVA DE GOMEZ;1;AREVALO-MADRIGAL;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;5;;
2010;5;262;VILLAREJO DEL VALLE;6;VALLE DEL TIETAR;0012/07;FRUTALES;CEREZO Y GUINDO;;1;;
2010;5;262;VILLAREJO DEL VALLE;6;VALLE DEL TIETAR;0012/10;FRUTALES;HIGUERA;;13;;
2010;5;262;VILLAREJO DEL VALLE;6;VALLE DEL TIETAR;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;70;;
2010;5;262;VILLAREJO DEL VALLE;6;VALLE DEL TIETAR;0014/02;OLIVAR Y OTROS C.I.;OLI ACEITUNA ACEITE;;107;;
2010;5;264;VIÑEGRA DE MORAÑA;1;AREVALO-MADRIGAL;0013/01;VIÑEDO;VIÑEDO DE UVA MESA;;1;;
2010;5;267;ZAPARDIEL DE LA RIBERA;4;GREDOS;0012/01;FRUTALES;MANZANO;;;;1
2010;5;267;ZAPARDIEL DE LA RIBERA;4;GREDOS;0012/07;FRUTALES;CEREZO Y GUINDO;;;;2
2010;5;901;SAN JUAN DE GREDOS;4;GREDOS;0012/19;FRUTALES;NOGAL;;;;1
2010;5;904;SANTIAGO DE TORMES;3;BARCO AVILA-PIEDRAHITA;0012/01;FRUTALES;MANZANO;;;;1
2010;9;3;ADRADA DE HAZA;4;LA RIBERA;0012/01;FRUTALES;MANZANO;;;;1
2010;9;3;ADRADA DE HAZA;4;LA RIBERA;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;3;10;;
2010;9;6;AGUAS CANDIDAS;2;BUREBA-EBRO;0012/01;FRUTALES;MANZANO;;71;;21
2010;9;6;AGUAS CANDIDAS;2;BUREBA-EBRO;0012/02;FRUTALES;PERAL;;4;;1
2010;9;6;AGUAS CANDIDAS;2;BUREBA-EBRO;0012/07;FRUTALES;CEREZO Y GUINDO;1;41;1;1
2010;9;6;AGUAS CANDIDAS;2;BUREBA-EBRO;0012/09;FRUTALES;CIRUELO;;4;;1
2010;9;6;AGUAS CANDIDAS;2;BUREBA-EBRO;0012/19;FRUTALES;NOGAL;;3;;
2010;9;7;AGUILAR DE BUREBA;2;BUREBA-EBRO;0012/19;FRUTALES;NOGAL;1;1;;
2010;9;9;ALBILLOS;8;ARLANZON;0012/19;FRUTALES;NOGAL;;1;;
2010;9;9;ALBILLOS;8;ARLANZON;0015/00;VIVEROS;VIVEROS;;;5;
2010;9;14;ALTOS (LOS);7;PARAMOS;0012/01;FRUTALES;MANZANO;;1;;
2010;9;17;ANGUIX;4;LA RIBERA;0012/18;FRUTALES;ALMENDRO;;1;;
2010;9;17;ANGUIX;4;LA RIBERA;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;5;540;;
2010;9;18;ARANDA DE DUERO;4;LA RIBERA;0012/01;FRUTALES;MANZANO;;;;5
2010;9;18;ARANDA DE DUERO;4;LA RIBERA;0012/02;FRUTALES;PERAL;;;;1
2010;9;18;ARANDA DE DUERO;4;LA RIBERA;0012/18;FRUTALES;ALMENDRO;;1;;
2010;9;18;ARANDA DE DUERO;4;LA RIBERA;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;32;1277;;
2010;9;19;ARANDILLA;4;LA RIBERA;0012/01;FRUTALES;MANZANO;;;;1
2010;9;19;ARANDILLA;4;LA RIBERA;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;26;;
2010;9;20;ARAUZO DE MIEL;3;DEMANDA;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;1;;
2010;9;21;ARAUZO DE SALCE;3;DEMANDA;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;8;;
2010;9;22;ARAUZO DE TORRE;3;DEMANDA;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;35;;
2010;9;24;ARENILLAS DE RIOPISUERGA;6;PISUERGA;0012/18;FRUTALES;ALMENDRO;;1;;
2010;9;24;ARENILLAS DE RIOPISUERGA;6;PISUERGA;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;1;;
2010;9;26;ARLANZON;8;ARLANZON;0012/01;FRUTALES;MANZANO;;;;1
2010;9;26;ARLANZON;8;ARLANZON;0012/19;FRUTALES;NOGAL;18;;;
2010;9;32;AVELLANOSA DE MUÑO;5;ARLANZA;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;14;1;;
2010;9;33;BAHABON DE ESGUEVA;5;ARLANZA;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;4;;
2010;9;34;BALBASES (LOS);6;PISUERGA;0012/07;FRUTALES;CEREZO Y GUINDO;;1;;
